Contract,Author_Position,Original_Contract_Title,English_Title,Scopus,Web_of_Science,Rubles,,,,,,,,,,,,,,,
711,3,"Финансирования онлайн обучения для устойчивого развития
 
 Online Learning Financing for Sustainability",Financing Online learning for sustainable development,Q3Q4,FALSE,41000,,,,,,,,,,,,,,,
712,1,"Туристскокраеведческая деятельность как средство социализации учащихся
 
 Tourism and local history as a means of socialization of students",Tourist scientific research Activities as a means of socialization of students,Q3Q4,FALSE,41000,,,,,,,,,,,,,,,
712,2,"Туристскокраеведческая деятельность как средство социализации учащихся
 
 Tourism and local history as a means of socialization of students",Tourist scientific research Activities as a means of socialization of students,Q3Q4,FALSE,37720,,,,,,,,,,,,,,,
712,3,"Туристскокраеведческая деятельность как средство социализации учащихся
 
 Tourism and local history as a means of socialization of students",Tourist scientific research Activities as a means of socialization of students,Q3Q4,FALSE,36080,,,,,,,,,,,,,,,
712,4,"Туристскокраеведческая деятельность как средство социализации учащихся
 
 Tourism and local history as a means of socialization of students",Tourist scientific research Activities as a means of socialization of students,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
713,1,"Проектная деятельность учащихся как средство повышения качества знаний в курсе физической географии
 
 Students project activities as a means of improving the quality of knowledge in the course of physical geography",Project activities of students as a means of improving the quality of knowledge in the course of physical geography,Q3,FALSE,41000,,,,,,,,,,,,,,,
713,2,"Проектная деятельность учащихся как средство повышения качества знаний в курсе физической географии
 
 Students project activities as a means of improving the quality of knowledge in the course of physical geography",Project activities of students as a means of improving the quality of knowledge in the course of physical geography,Q3,FALSE,37720,,,,,,,,,,,,,,,
713,3,"Проектная деятельность учащихся как средство повышения качества знаний в курсе физической географии
 
 Students project activities as a means of improving the quality of knowledge in the course of physical geography",Project activities of students as a means of improving the quality of knowledge in the course of physical geography,Q3,FALSE,36080,,,,,,,,,,,,,,,
713,4,"Проектная деятельность учащихся как средство повышения качества знаний в курсе физической географии
 
 Students project activities as a means of improving the quality of knowledge in the course of physical geography",Project activities of students as a means of improving the quality of knowledge in the course of physical geography,Q3,FALSE,32800,,,,,,,,,,,,,,,
714,1,Проектная деятельность учащихся как средство повышения качества знаний в курсе экономической географии,Project activities of students as a means of improving the quality of knowledge in the course of economic geography,Q2Q3,FALSE,57400,,,,,,,,,,,,,,,
714,2,Проектная деятельность учащихся как средство повышения качества знаний в курсе экономической географии,Project activities of students as a means of improving the quality of knowledge in the course of economic geography,Q2Q3,FALSE,49200,,,,,,,,,,,,,,,
714,3,Проектная деятельность учащихся как средство повышения качества знаний в курсе экономической географии,Project activities of students as a means of improving the quality of knowledge in the course of economic geography,Q2Q3,FALSE,41000,,,,,,,,,,,,,,,
715,1,Контроль качества в управлении цепочками поставок молочной продукции,Quality control in the management of dairy supply chains,Q1Q2,FALSE,69700,,,,,,,,,,,,,,,
715,2,Контроль качества в управлении цепочками поставок молочной продукции,Quality control in the management of dairy supply chains,Q1Q2,FALSE,59450,,,,,,,,,,,,,,,
715,3,Контроль качества в управлении цепочками поставок молочной продукции,Quality control in the management of dairy supply chains,Q1Q2,FALSE,51250,,,,,,,,,,,,,,,
715,4,Контроль качества в управлении цепочками поставок молочной продукции,Quality control in the management of dairy supply chains,Q1Q2,FALSE,24600,,,,,,,,,,,,,,,
716,1,"Особенности планирования и контроля качества цепочек поставок в молочной отрасли
 
 Features of planning and quality control of supply chains in the dairy industry",Features of planning and quality control of supply chains in the dairy industry,Q2,FALSE,77900,,,,,,,,,,,,,,,
716,2,"Особенности планирования и контроля качества цепочек поставок в молочной отрасли
 
 Features of planning and quality control of supply chains in the dairy industry",Features of planning and quality control of supply chains in the dairy industry,Q2,FALSE,67650,,,,,,,,,,,,,,,
716,3,"Особенности планирования и контроля качества цепочек поставок в молочной отрасли
 
 Features of planning and quality control of supply chains in the dairy industry",Features of planning and quality control of supply chains in the dairy industry,Q2,FALSE,51250,,,,,,,,,,,,,,,
716,4,"Особенности планирования и контроля качества цепочек поставок в молочной отрасли
 
 Features of planning and quality control of supply chains in the dairy industry",Features of planning and quality control of supply chains in the dairy industry,Q2,FALSE,24600,,,,,,,,,,,,,,,
717,1,Ожидаемая продолжительность жизни как экономическая категория социальный эпидемиологический и макроэкономический контексты,Life expectancy as an economic category Social epidemiological and macroeconomic contexts,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
